date,open,close,volume,change_pct
2015-01-02,40.0668,40.1536,32501460.559552,0.21663821418229645
2015-01-05,39.8167,39.7826,46200404.186027,-0.08564245655715563
2015-01-06,39.8255,39.1972,42442433.930054,-1.577632421438513
2015-01-07,39.4827,39.6975,33904918.544851,0.5440357422364706
2015-01-08,40.1447,40.8676,34521596.923736,1.8007358381056493
2015-01-09,40.8833,40.5217,27884480.333125,-0.8844687195015966
2015-01-12,40.7192,40.0159,27543155.773472,-1.7271950333012431
2015-01-13,40.3334,39.7969,41068072.853979,-1.3301630906395134
2015-01-14,39.464,39.464,34606652.656591,0.0
2015-01-15,39.6896,39.0537,38135292.786526,-1.6021829396113851
2015-01-16,38.9081,39.7073,41568442.42995,2.054071003210134
2015-01-20,39.757,39.8352,32802237.828813,0.19669492164902103
2015-01-21,39.4465,39.431,44484193.331636,-0.039293726946632024
2015-01-22,39.9192,40.4709,36168297.698674,1.3820417242830674
2015-01-23,40.6675,40.513,26996608.931603,-0.37991024774082227
2015-01-26,40.3606,40.3686,49281821.135415,0.01982131088240635
2015-01-27,36.8816,36.6306,196988551.05181,-0.6805561580842445
2015-01-28,36.7018,35.3687,102573840.34373,-3.6322469197696106
2015-01-29,35.145,36.0729,74042617.214422,2.640204865556961
2015-01-30,35.6782,34.6947,90833533.354468,-2.7565852537403734
2015-02-02,34.8539,35.4467,58632139.534446,1.7008139691684354
2015-02-03,35.7465,35.7213,60649948.760182,-0.070496412236154
2015-02-04,36.0142,35.9273,48460824.505662,-0.24129371192473936
2015-02-05,36.2536,36.4508,42560489.366576,0.5439459805371083
2015-02-06,36.648,36.4177,40312630.270702,-0.6284108273302724
2015-02-09,36.272,36.3747,36541479.381042,0.2831385090427796
2015-02-10,36.7018,36.5788,34550879.14403,-0.3351334266984085
2015-02-11,36.6218,36.3913,44556454.410213,-0.6294065283519612
2015-02-12,36.6577,37.0016,38740678.452224,0.9381385084170635
2015-02-13,37.2477,37.6698,46729053.664414,1.1332243333145309
2015-02-17,38.0271,37.6855,38961550.817281,-0.8983067338818929
2015-02-18,37.7314,37.6433,31349028.428772,-0.2334925287691303
2015-02-19,37.4196,37.621,31914598.833988,0.538220611658069
2015-02-20,37.621,37.9228,34365074.595117,0.8022115307939615
2015-02-23,37.7937,38.1778,37602217.342673,1.016306950629331
2015-02-24,38.1778,38.1279,29221130.094829,-0.130704231254819
2015-02-25,38.0108,38.0458,34410291.519675,0.0920790933103044
2015-02-26,38.0458,38.1015,33483582.603916,0.14640249383637283
2015-02-27,38.169,37.9228,39088204.277859,-0.6450260682752895
2015-03-02,37.7666,37.9471,36914768.564304,0.4779355303363264
2015-03-03,37.6698,37.4286,36711945.087801,-0.6403007183473197
2015-03-04,37.1949,37.2362,29773948.846126,0.11103672815357957
2015-03-05,37.2447,37.283,26819402.406745,0.10283342327901401
2015-03-06,37.1873,36.6316,41915559.75218,-1.494327364449699
2015-03-09,36.485,37.0573,37127417.622715,1.5685898314375724
2015-03-10,36.6228,36.3473,45281642.14604,-0.7522636172002217
2015-03-11,36.5983,36.3082,37251604.70559,-0.7926597683499015
2015-03-12,35.7417,35.6292,69407379.240557,-0.31475839145872486
2015-03-13,35.1986,35.7848,67076199.783438,1.665407146875153
2015-03-16,35.8658,35.9419,40787786.279345,0.21217984821193525
2015-03-17,35.7758,36.0542,36624989.14863,0.7781796633478555
2015-03-18,35.8287,36.7574,51103779.085627,2.5920560891129263
2015-03-19,36.5387,36.5622,39175397.742822,0.0643153697312604
2015-03-20,36.8043,37.0828,83145521.789043,0.7567050589197377
2015-03-23,37.0992,37.0573,30349107.307459,-0.11294044076423093
2015-03-24,36.9958,37.0992,29501750.434151,0.2794911854859139
2015-03-25,37.117,35.8559,50265671.384661,-3.3976345070991676
2015-03-26,35.647,35.6391,43357393.509772,-0.022161752742166918
2015-03-27,35.5601,35.4301,39779465.754677,-0.3655782745267788
2015-03-30,35.5443,35.4223,40528998.860121,-0.343233654903885
2015-03-31,35.2679,35.1575,40341231.651989,-0.3130325309984361
2015-04-01,35.1363,35.2161,42628551.767294,0.2271155471691655
2015-04-02,35.1623,34.8421,43347909.883093,-0.9106344010488487
2015-04-06,34.886,35.9244,45355531.09533,2.976552198589677
2015-04-07,35.9419,35.9166,33312956.157721,-0.07039138164647296
2015-04-08,35.8559,35.8208,28623166.086238,-0.09789183927889633
2015-04-09,35.6734,35.8745,29744442.409675,0.5637253527838615
2015-04-10,35.8745,36.0777,32402756.308157,0.5664190441678763
2015-04-13,35.8912,36.1129,35009819.922259,0.6177001604850352
2015-04-14,36.1481,36.018,28034478.893077,-0.35990826627125827
2015-04-15,36.1129,36.5475,31588467.734324,1.2034480753414956
2015-04-16,36.28,36.4597,26028644.243353,0.4953142227122287
2015-04-17,36.0358,35.9928,49014168.47562,-0.11932578158386775
2015-04-20,36.2008,37.0992,53257919.924049,2.481713111312467
2015-04-21,37.1873,36.8708,30079989.564025,-0.8510970143032592
2015-04-22,36.9011,37.1787,28980308.634898,0.7522810973114691
2015-04-23,37.0917,37.4802,53549188.995,1.0474041362353415
2015-04-24,39.4877,41.3968,151402882.03799,4.834670036492383
2015-04-27,40.849,41.5357,68510519.740297,1.6810693040221425
2015-04-28,41.3199,42.5084,70224986.008718,2.876338035668047
2015-04-29,42.1333,42.4286,55277907.834615,0.7008708076509773
2015-04-30,42.1169,42.0631,74844096.800523,-0.12773969594154222
2015-05-01,42.0094,42.0711,45024475.430802,0.14687189057687178
2015-05-04,41.8299,41.7193,39360873.646138,-0.2644041702227429
2015-05-05,41.3538,41.1646,58243440.865581,-0.45751539157223853
2015-05-06,41.2848,40.0249,60627680.717407,-3.051728481184346
2015-05-07,40.006,40.3871,38125741.587857,0.9526071089336563
2015-05-08,41.1284,41.2934,40893590.708976,0.401182637787989
2015-05-11,41.1205,40.9642,28456652.317184,-0.3801023820235727
2015-05-12,40.5149,40.9448,34606914.754014,1.0610911047540528
2015-05-13,41.6743,41.186,39528787.998298,-1.1717053435810643
2015-05-14,41.5357,42.1333,38136779.370347,1.438762317717046
2015-05-15,42.2898,41.7621,33120423.076525,-1.2478186229303634
2015-05-18,41.4946,41.5202,27900535.847922,0.061694774741782865
2015-05-19,41.4476,41.4146,32828642.096544,-0.07961860276590738
2015-05-20,41.2523,41.4146,28776708.080489,0.3934326086060702
2015-05-21,41.1704,41.276,25746782.012726,0.2564949575423192
2015-05-22,41.1704,40.8257,29549416.331507,-0.8372520062957967
2015-05-26,40.7612,40.5541,33964656.280936,-0.5080812144882985
2015-05-27,40.7533,41.4391,31404949.371134,1.682808508758793
2015-05-28,41.3441,41.3011,22154294.541019,-0.10400516639617052
2015-05-29,41.2838,40.7894,41956023.089494,-1.1975641777161927
2015-06-01,40.9604,41.1118,33130239.44407,0.3696252966279623
2015-06-02,40.8676,40.844,24697668.481332,-0.0577474576437087
2015-06-03,41.2349,40.7798,32170670.063903,-1.1036767398490133
2015-06-04,40.726,40.3548,31875869.844467,-0.9114570544615286
2015-06-05,40.3012,40.1626,29224861.911653,-0.34391035502665535
2015-06-08,40.3012,39.8019,25414761.911587,-1.238920925431497
2015-06-09,39.8304,39.7356,28039146.479606,-0.23800915883345208
2015-06-10,39.8567,40.5717,32647417.085806,1.7939267425552075
2015-06-11,40.6129,40.423,31418915.273271,-0.4675854223658016
2015-06-12,40.2288,40.014,27476286.12079,-0.5339458298532329
2015-06-15,39.5617,39.5793,38204972.819777,0.04448747146861276
2015-06-16,39.5949,39.8928,31100154.639812,0.7523696233605826
2015-06-17,39.8019,40.014,32977057.833776,0.532889133433323
2015-06-18,40.225,40.6665,37520020.109835,1.0975761342448598
2015-06-19,40.726,40.1262,73340175.644403,-1.4727692383244118
2015-06-22,40.3266,40.2348,23342668.828565,-0.22764130871434363
2015-06-23,40.1626,39.9591,29751583.540634,-0.5066903039145809
2015-06-24,39.753,39.717,40084981.253914,-0.09055920307902143
2015-06-25,40.05,39.7356,23684913.800655,-0.7850187265917574
2015-06-26,39.8567,39.3919,57253980.093374,-1.166177832083426
2015-06-29,39.2021,38.6221,39155315.551602,-1.479512577132347
2015-06-30,38.9159,38.4317,41296438.543409,-1.244221513571575
2015-07-01,38.6982,38.6798,32563349.337378,-0.04754743114666615
2015-07-02,38.7168,38.6475,24990140.538501,-0.1789920654599486
2015-07-06,38.2656,38.6377,26462869.029829,0.9724138651948655
2015-07-07,38.5937,38.5588,41859863.025974,-0.0904292669528961
2015-07-08,38.6798,38.5039,45708679.729743,-0.45475933174421446
2015-07-09,38.9484,38.751,37251529.966871,-0.506824413839857
2015-07-10,39.1769,38.8322,29256685.248369,-0.8798552208061472
2015-07-13,39.1436,39.6408,32373099.370453,1.270194872214092
2015-07-14,39.5617,39.7103,26286349.486889,0.3756158102407037
2015-07-15,39.761,39.8304,30589294.000194,0.1745428937903748
2015-07-16,40.05,40.6129,30182557.704774,1.4054931335830467
2015-07-17,40.5178,40.5796,33853760.404099,0.15252555666891432
2015-07-20,40.604,40.844,35191959.202523,0.5910747709585218
2015-07-21,40.7182,41.1519,49150685.399375,1.065125668619915
2015-07-22,39.5519,39.6408,67958197.54076,0.22476796310668679
2015-07-23,39.4005,40.135,38985628.970384,1.8641895407418563
2015-07-24,39.9591,39.9867,37146523.091508,0.06907062471377401
2015-07-27,39.9867,39.4738,45611602.325244,-1.2826764899329102
2015-07-28,39.6741,39.464,39439318.58579,-0.529564627805057
2015-07-29,39.5177,40.2913,47041322.267565,1.9576038079139213
2015-07-30,40.2631,40.8061,45699372.199772,1.3486293901860513
2015-07-31,41.1617,40.6489,35846235.251973,-1.245818321400738
2015-08-03,40.8931,40.7444,27717350.225601,-0.3636310282174704
2015-08-04,40.6908,41.3796,38376613.869669,1.6927659323483502
2015-08-05,41.7641,41.4146,30972975.960569,-0.8368431260340814
2015-08-06,41.526,40.5796,31441109.601146,-2.279054086596355
2015-08-07,40.3802,40.6819,22015726.909694,0.7471483548867841
2015-08-10,40.8676,41.1968,26515600.778939,0.8055280956063005
2015-08-11,40.7533,40.3969,33586545.938435,-0.8745304061266168
2015-08-12,40.2063,40.6819,34694036.551713,1.1828991973894531
2015-08-13,40.9604,40.6752,25995625.087145,-0.6962822628685306
2015-08-14,40.5004,40.9085,24670064.298835,1.0076443689444936
2015-08-17,40.7444,41.189,24240737.457952,1.0911929001286014
2015-08-18,41.0386,41.4166,26906062.462498,0.9210840525748942
