date,open,close,volume,change_pct
2015-01-02,78.58,78.45,18168609,-0.16543649783659076
2015-01-05,77.98,77.19,26422088,-1.013080276994105
2015-01-06,77.23,76.15,27384634,-1.3984203029910658
2015-01-07,76.76,76.15,22036683,-0.7946847316310568
2015-01-08,76.74,78.18,23949974,1.8764659890539548
2015-01-09,78.2,77.74,21151548,-0.5882352941176561
2015-01-12,77.84,76.72,19173434,-1.4388489208633115
2015-01-13,77.23,76.45,25176161,-1.0099702188268833
2015-01-14,76.42,76.28,25913173,-0.18319811567653055
2015-01-15,76.4,74.05,34113830,-3.0759162303665044
2015-01-16,74.04,75.18,21788392,1.5397082658022754
2015-01-20,75.72,76.24,24361814,0.6867406233491691
2015-01-21,76.16,76.74,23843568,0.7615546218487479
2015-01-22,77.17,77.65,20763043,0.6220033691849203
2015-01-23,77.65,77.83,17508692,0.23180940115903326
2015-01-26,77.98,77.5,19250189,-0.6155424467812365
2015-01-27,76.71,75.78,20069230,-1.2123582323034676
2015-01-28,76.9,76.24,44200541,-0.858257477243185
2015-01-29,76.85,78.0,61222119,1.4964216005205033
2015-01-30,78.0,75.91,42628344,-2.6794871794871833
2015-02-02,76.11,74.99,41942753,-1.4715543292602828
2015-02-03,75.16,75.4,26940959,0.31931878658861823
2015-02-04,75.09,75.63,20267422,0.7191370355573268
2015-02-05,75.71,75.61,15049486,-0.13208294809139431
2015-02-06,75.68,74.47,21192216,-1.5988372093023395
2015-02-09,74.05,74.44,16186365,0.5266711681296332
2015-02-10,74.85,75.19,15808644,0.4542418169672713
2015-02-11,75.09,76.51,20871414,1.8910640564655745
2015-02-12,76.84,76.23,17224534,-0.7938573659552306
2015-02-13,76.46,75.74,18527575,-0.9416688464556566
2015-02-17,75.3,75.6,25249089,0.3984063745019917
2015-02-18,75.94,76.71,22421516,1.013958388201197
2015-02-19,76.99,79.42,45836978,3.1562540589687105
2015-02-20,79.55,79.89,36919616,0.427404148334376
2015-02-23,79.96,78.84,24129073,-1.400700350175077
2015-02-24,78.5,78.45,18892716,-0.06369426751592355
2015-02-25,78.5,79.56,25583009,1.3503184713375749
2015-02-26,79.98,80.41,31074619,0.5376344086021501
2015-02-27,80.68,78.97,30732356,-2.1194843827466614
2015-03-02,79.0,79.75,21662500,0.9493670886076
2015-03-03,79.61,79.6,18634900,-0.012561236025632194
2015-03-04,79.3,80.89,28126600,2.0050441361916915
2015-03-05,81.23,81.21,27825700,-0.024621445278849574
2015-03-06,80.9,80.0,24488500,-1.1124845488257207
2015-03-09,79.68,79.44,18925000,-0.3012048192771233
2015-03-10,78.5,77.55,23067000,-1.2101910828025475
2015-03-11,77.8,77.57,20215700,-0.295629820051424
2015-03-12,78.1,78.93,16093300,1.0627400768246087
2015-03-13,78.6,78.05,18557200,-0.6997455470737823
2015-03-16,77.96,78.07,19305400,0.14109799897383812
2015-03-17,78.36,79.36,22169900,1.2761613067891808
2015-03-18,79.25,80.91,36912400,2.09463722397476
2015-03-19,81.12,82.75,42099500,2.0093688362919027
2015-03-20,83.39,83.8,44466300,0.4916656673461972
2015-03-23,83.92,84.43,27357300,0.607721639656833
2015-03-24,84.76,85.31,32576500,0.6488909863142878
2015-03-25,85.5,82.92,37436100,-3.017543859649119
2015-03-26,82.72,83.01,32794800,0.3505802707930439
2015-03-27,83.38,83.3,18372500,-0.09594627008875367
2015-03-30,83.81,83.19,24527600,-0.7397685240424834
2015-03-31,82.9,82.215,19734277,-0.8262967430639367
2015-04-01,82.51,81.67,22058100,-1.0180584171615603
2015-04-02,82.25,81.56,19664000,-0.8389057750759821
2015-04-06,80.8,82.44,19062900,2.0297029702970315
2015-04-07,82.65,82.32,17465639,-0.39927404718694826
2015-04-08,82.63,82.28,18966700,-0.42357497277016876
2015-04-09,82.5,82.17,15922452,-0.40000000000000036
2015-04-10,82.2,82.04,12529700,-0.1946472019464629
2015-04-13,81.93,83.01,26883000,1.318198462101794
2015-04-14,83.17,83.51,19634100,0.40880125045088533
2015-04-15,83.55,82.71,22373847,-1.005385996409336
2015-04-16,82.46,82.31,13769687,-0.18190637885033833
2015-04-17,81.48,80.78,24214900,-0.85910652920963
2015-04-20,81.54,83.09,28796759,1.9009075300465916
2015-04-21,84.0,83.62,27129412,-0.45238095238094855
2015-04-22,84.32,84.63,45462634,0.3676470588235281
2015-04-23,84.1,82.41,73728000,-2.009512485136744
2015-04-24,82.77,81.53,29660300,-1.4981273408239626
2015-04-27,81.87,81.91,25446000,0.04885794552338396
2015-04-28,81.83,80.68,23775300,-1.4053525601857353
2015-04-29,80.01,80.46,26430200,0.5624296962879471
2015-04-30,80.01,78.77,28999000,-1.549806274215737
2015-05-01,79.24,78.99,24136300,-0.315497223624428
2015-05-04,79.33,78.81,14691900,-0.6554897264590909
2015-05-05,78.55,77.56,22311300,-1.2603437301082043
2015-05-06,77.97,78.1,28645684,0.16673079389508683
2015-05-07,77.99,78.43,19744105,0.5641748942172287
2015-05-08,79.1,78.51,19943500,-0.7458912768647186
2015-05-11,78.48,78.01,18874000,-0.5988786952089709
